"k_sat","phi_J","theta_J","Rd","filename","Asat_net","Km_net"
15.4803793740199,0.0776228550584801,0.000328881939193873,1.78991986879127,"Erin_NitAdt3_Mid_FLRC_2023_09_13",13.6904595052286,251.532521344325
15.1129746889737,0.296451869307761,0.00171024165126623,6.69783695580826,"Erin_NitAdt3_Mid_FLRC_2023_11_21",8.41513773316546,131.968435433757
14.9527248150183,0.112695988504555,0.00351496318911305,3.81921700680178,"Erin_NitAdt3_Mid_FLRC_2023_12_18",11.1335078082166,223.218296346939
3.64965635373394,0.0158041417245108,0.000776208048152668,0.950887377858484,"Erin_NitAdt3_Mid_FLRC_2024_01_25",2.69876897587546,393.470334502919
13.3620184037114,0.0789170182329179,0.379905338657513,2.38317829462703,"Erin_NitAdt3_Old_FLRC_2023_09_13",10.9788401090843,188.472928127171
8.74562149861465,0.0285140092062599,0.652680276580184,0.212886404686478,"Erin_NitAdt3_Old_FLRC_2023_11_21",8.53273509392818,214.372391274882
19.1059499554551,0.254151857887724,0.264868123757503,9.15979910537316,"Erin_NitAdt3_Old_FLRC_2023_12_18",9.94615085008194,171.781720338364
3.97540359022915,0.0141093556346362,0.774096026744495,0,"Erin_NitAdt3_Old_FLRC_2024_01_25",3.97540359022915,172.703246794402
12.6223747944101,0.0386694503262119,0.913488521821119,0.277467152204541,"Erin_NitAdt3_Yng_FLRC_2023_09_13",12.3449076422055,181.874742172618
10.0523778020256,0.0503691223087157,7.98631710663897e-05,1.2570224806741,"Erin_NitAdt3_Yng_FLRC_2023_11_21",8.79535532135147,256.608533489569
10.3267551226345,0.0228734588099781,0.794224579644784,0.140856329978077,"Erin_NitAdt3_Yng_FLRC_2023_12_18",10.1858987926564,277.202532344357
1.41944605543923,0.0125575821787152,3.58205549442787e-05,0,"Erin_NitAdt3_Yng_FLRC_2024_01_25",1.41944605543923,113.032955913767
15.6096515823425,0.0421820412971211,0.208346986090814,3.78804524778457,"Erin_Nitida3_Mid_FLRC_2023_09_13",11.8216063345579,528.604927730984
16.6668297769701,0.0717004302052605,0.0003733181613347,0.175571031691812,"Erin_Nitida3_Mid_FLRC_2023_11_21",16.4912587452782,237.355611842232
3.46246589299022,0.0109624552598432,0.821053209603242,0.44885066322112,"Erin_Nitida3_Mid_FLRC_2023_12_18",3.0136152297691,219.828803383816
4.52119266951694,0.0327981051401058,0.00094238047958379,0.0199588086628726,"Erin_Nitida3_Mid_FLRC_2024_01_25",4.50123386085406,139.005852419187
11.3514816899794,0.0368833065311922,0.0612444328035295,0,"Erin_Nitida3_Old_FLRC_2023_09_13",11.3514816899794,298.342941456143
17.7035250383273,0.0633656550537607,0.64102960298956,0.756957851447044,"Erin_Nitida3_Old_FLRC_2023_11_21",16.9465671868802,202.627509022076
7.96811319888039,0.015784157174909,0.697118287345844,3.53,"Erin_Nitida3_Old_FLRC_2023_12_18",4.43811319888039,650.038916621269
7.17972427605483,0.0203426426097369,0.700722771829057,0,"Erin_Nitida3_Old_FLRC_2024_01_25",7.17972427605483,229.283196765239
29.1434092904942,0.179580081084988,8.03482650662589e-05,10.7918222121099,"Erin_Nitida3_Yng_FLRC_2023_09_13",18.3515870783843,353.135079197597
18.4734626888998,0.0732653084098286,0.627829197376607,0.975714126556668,"Erin_Nitida3_Yng_FLRC_2023_11_21",17.4977485623431,187.638966520955
15.7646111244792,0.06040491303367,0.78150557516437,6.47239076566856,"Erin_Nitida3_Yng_FLRC_2023_12_18",9.29222035881069,280.309593513703
7.38257677146099,0.0679271581387217,0.00217740990850336,1.93978141261433,"Erin_Nitida3_Yng_FLRC_2024_01_25",5.44279535884666,185.896341610359
13.5706285113607,0.060482674094884,0.679471648618011,1.39390179297816,"Erin_Repens1_Mid_FLRC_2023_09_13",12.1767267183826,172.43975689812
20.4427343007211,0.143342744589707,0.884262462794278,10.2,"Erin_Repens1_Mid_FLRC_2023_11_21",10.2427343007211,143.895266507795
15.5074495664935,0.0659069115116206,0.285477237100432,1.98078563742906,"Erin_Repens1_Old_FLRC_2023_09_13",13.5266639290645,255.235911273587
5.03243511565604,0.025065541710638,0.889286565603025,0,"Erin_Repens1_Old_FLRC_2023_11_21",5.03243511565604,111.49955096159
14.8448569878262,0.0306540303787141,0.884532201862714,0,"Erin_Repens1_Yng_FLRC_2023_09_13",14.8448569878262,270.094335611409
23.8250398913856,0.258567946026205,0.22222443922811,11.5,"Erin_Repens1_Yng_FLRC_2023_11_21",12.3250398913856,220.583303993617
-2.31365280666417,0.00302659727623801,0.457895989528695,-1.63,"Erin_Repens3_Mid_FLRC_2023_12_18",-0.683652806664172,NA
2.38250800959911,0.0263474218678405,0.00131040062199324,0,"Erin_Repens3_Mid_FLRC_2024_01_25",2.38250800959911,90.3673612376083
-1.50810898979601,0.00288097821225182,0.325765001957813,-1.07,"Erin_Repens3_Old_FLRC_2023_12_18",-0.438108989796006,NA
1.80761844379854,0.00373027026218987,0.829869470732346,0,"Erin_Repens3_Old_FLRC_2024_01_25",1.80761844379854,283.511565877033
-3.7,0.00339125369542832,0.610446298734746,-2.36,"Erin_Repens3_Yng_FLRC_2023_12_18",-1.34,NA
3.20792332065368,0.0382519910290856,0.033757124770551,0,"Erin_Repens3_Yng_FLRC_2024_01_25",3.20792332065368,82.4474256611374
